id,label
6045,1
6046,1
6047,0
6048,0
6049,0
6050,0
6051,0
6052,0
6053,1
6054,0
6055,1
6056,0
6057,0
6058,0
6059,0
6060,1
6061,1
6062,0
6063,1
6064,0
6065,0
6066,0
6067,1
6068,1
6069,0
6070,0
6071,1
6072,0
6073,0
6074,0
6075,0
6076,1
6077,0
6078,0
6079,1
6080,1
6081,0
6082,0
6083,0
6084,0
6085,0
6086,1
6087,1
6088,0
6089,0
6090,1
6091,0
6092,0
6093,0
6094,0
6095,0
6096,1
6097,0
6098,1
6099,1
6100,1
6101,1
6102,0
6103,0
6104,0
6105,0
6106,1
6107,0
6108,0
6109,0
6110,0
6111,0
6112,0
6113,1
6114,1
6115,0
6116,0
6117,1
6118,0
6119,1
6120,1
6121,1
6122,0
6123,1
6124,1
6125,1
6126,1
6127,1
6128,0
6129,0
6130,0
6131,0
6132,1
6133,1
6134,1
6135,1
6136,0
6137,1
6138,0
6139,0
6140,0
6141,0
6142,1
6143,0
6144,0
6145,1
6146,0
6147,0
6148,0
6149,1
6150,0
6151,1
6152,0
6153,0
6154,1
6155,1
6156,0
6157,1
6158,1
6159,1
6160,0
6161,0
6162,1
6163,0
6164,1
6165,1
6166,1
6167,1
6168,1
6169,0
6170,0
6171,0
6172,0
6173,1
6174,1
6175,0
6176,1
6177,1
6178,0
6179,1
6180,0
6181,0
6182,1
6183,1
6184,1
6185,1
6186,0
6187,1
6188,1
6189,0
6190,0
6191,1
6192,0
6193,1
6194,0
6195,0
6196,0
6197,1
6198,0
6199,0
6200,0
6201,0
6202,0
6203,1
6204,1
6205,1
6206,1
6207,1
6208,0
6209,0
6210,1
6211,1
6212,1
6213,0
6214,0
6215,1
6216,0
6217,0
6218,0
6219,1
6220,1
6221,0
6222,0
6223,0
6224,1
6225,1
6226,0
6227,0
6228,1
6229,0
6230,0
6231,1
6232,0
6233,0
6234,0
6235,0
6236,1
6237,1
6238,0
6239,1
6240,1
6241,0
6242,0
6243,0
6244,1
6245,1
6246,0
6247,0
6248,1
6249,0
6250,0
